arquivo,slug,camel,categoria,decisao,uso
Smart-Tv-Connection-Wifi--Streamline-Ultimate.svg,smart-tv-connection-wifi,smartTvConnectionWifi,generico,new,
Stopwatch--Streamline-Ultimate.svg,stopwatch,stopwatch,generico,new,
Study-Book--Streamline-Ultimate.svg,study-book,studyBook,generico,new,
Style-Three-Pin-Call--Streamline-Ultimate.svg,pin-call,pinCall,generico,new,
Style-Three-Pin-Camera--Streamline-Ultimate.svg,pin-camera,pinCamera,generico,new,
Style-Three-Pin-Direction-Arrow--Streamline-Ultimate.svg,pin-direction-arrow,pinDirectionArrow,generico,new,
Style-Three-Pin-Gear--Streamline-Ultimate.svg,pin-gear,pinGear,generico,new,
Style-Three-Pin-Movie-Reel--Streamline-Ultimate.svg,pin-movie-reel,pinMovieReel,generico,new,
Style-Three-Pin-Note--Streamline-Ultimate.svg,pin-note,pinNote,generico,new,
Style-Three-Pin-Parking--Streamline-Ultimate.svg,pin-parking,pinParking,generico,new,
Style-Three-Pin-Power-Button--Streamline-Ultimate.svg,pin-power-button,pinPowerButton,generico,new,
Style-Three-Pin-Search--Streamline-Ultimate.svg,pin-search,pinSearch,generico,new,
Style-Three-Pin-Unlock--Streamline-Ultimate.svg,pin-unlock,pinUnlock,generico,new,
Style-Two-Pin-Add--Streamline-Ultimate.svg,pin-add,pinAdd,generico,new,
Style-Two-Pin-Bolt--Streamline-Ultimate.svg,pin-bolt,pinBolt,generico,new,
Style-Two-Pin-Check--Streamline-Ultimate.svg,pin-check,pinCheck,generico,new,
Style-Two-Pin-Information--Streamline-Ultimate.svg,pin-information,pinInformation,generico,new,
Style-Two-Pin-Marker--Streamline-Ultimate.svg,pin-marker,pinMarker,generico,new,
Style-Two-Pin-Minus--Streamline-Ultimate.svg,pin-minus,pinMinus,generico,new,
Style-Two-Pin-Off-Map--Streamline-Ultimate.svg,pin-off-map,pinOffMap,generico,new,
Style-Two-Pin-Photography--Streamline-Ultimate.svg,pin-photography,pinPhotography,generico,new,
Style-Two-Pin-Question--Streamline-Ultimate.svg,pin-question,pinQuestion,generico,new,
Style-Two-Pin-Remove--Streamline-Ultimate.svg,pin-remove,pinRemove,generico,new,
Style-Two-Pin-Star--Streamline-Ultimate.svg,pin-star,pinStar,generico,new,
Style-Two-Pin-Warning--Streamline-Ultimate.svg,pin-warning,pinWarning,generico,new,
Subtract--Streamline-Ultimate.svg,remove,remove,upgrade,upgrade,substitui remove
Subtract-Square--Streamline-Ultimate.svg,subtract-square,subtractSquare,generico,new,
Surveillance-Camera--Streamline-Ultimate.svg,surveillance-camera,surveillanceCamera,video,new,Câmera de vigilância
Surveillance-Camera-Smartphone--Streamline-Ultimate.svg,surveillance-camera-phone,surveillanceCameraPhone,video,new,Vigilância via celular
Surveillance-Cctv--Streamline-Ultimate.svg,cctv,cctv,video,new,CFTV
Surveillance-Target--Streamline-Ultimate.svg,surveillance-target,surveillanceTarget,video,new,Câmera com alvo
Switch-Account-1--Streamline-Ultimate.svg,switch-account-1,switchAccount1,generico,new,
Switch-Account-3--Streamline-Ultimate.svg,switch-account-3,switchAccount3,generico,new,
Synchronize-Arrow-Clock--Streamline-Ultimate.svg,sync-clock,syncClock,generico,new,
Synchronize-Arrows-1--Streamline-Ultimate.svg,sync,sync,generico,new,
Synchronize-Arrows-Square-2--Streamline-Ultimate.svg,sync-square,syncSquare,generico,new,
Synchronize-Refresh-Arrow--Streamline-Ultimate.svg,synchronize-refresh-arrow,synchronizeRefreshArrow,generico,new,
Tags-Add--Streamline-Ultimate.svg,tags-add,tagsAdd,generico,new,
Tags-Check--Streamline-Ultimate.svg,tags-check,tagsCheck,generico,new,
Tags-Double--Streamline-Ultimate.svg,tags-double,tagsDouble,generico,new,
Tags-Favorite-Star--Streamline-Ultimate.svg,tags-favorite-star,tagsFavoriteStar,generico,new,
Tags-Minus--Streamline-Ultimate.svg,tags-minus,tagsMinus,generico,new,
Tags-Remove--Streamline-Ultimate.svg,tags-remove,tagsRemove,generico,new,
Tags-Search--Streamline-Ultimate.svg,tags-search,tagsSearch,generico,new,
Tags-Settings--Streamline-Ultimate.svg,tags-settings,tagsSettings,generico,new,
Target-Center--Streamline-Ultimate.svg,target,target,rastreio,new,Alvo/fix preciso
Task-List-Add-1--Streamline-Ultimate.svg,task-list-add,taskListAdd,generico,new,
Task-List-Check-2--Streamline-Ultimate.svg,task-list-check,taskListCheck,generico,new,
Task-List-Delete--Streamline-Ultimate.svg,task-list-delete,taskListDelete,generico,new,
Task-List-Plain-1--Streamline-Ultimate.svg,task-list-plain,taskListPlain,generico,new,
Technology-Iot-Electronics-Car--Streamline-Ultimate.svg,car-connected,carConnected,veiculo,new,Veículo conectado/telemetria
Technology-Iot-Electronics-Microchip--Streamline-Ultimate.svg,chip-iot,chipIot,hardware,new,Chip IoT
Technology-Robot-Head-6--Streamline-Ultimate.svg,technology-robot-head,technologyRobotHead,generico,new,
Telegram-Logo--Streamline-Ultimate.svg,telegram-logo,telegramLogo,generico,new,
Temperature-Snowflake--Streamline-Ultimate.svg,temperature-cold,temperatureCold,telemetria,new,Carga refrigerada
Temperature-Thermometer-High--Streamline-Ultimate.svg,temperature-high,temperatureHigh,telemetria,new,Temperatura alta
Temperature-Thermometer-Low--Streamline-Ultimate.svg,temperature-low,temperatureLow,telemetria,new,Temperatura baixa
Temperature-Thermometer-Medium--Streamline-Ultimate.svg,temperature-medium,temperatureMedium,telemetria,new,Temperatura média
Thunderbolt-Cable--Streamline-Ultimate.svg,cable,cable,instalacao,new,Cabo
Tiktok-Logo--Streamline-Ultimate.svg,tiktok-logo,tiktokLogo,generico,new,
Time-Clock-Circle--Streamline-Ultimate.svg,clock,clock,upgrade,upgrade,substitui clock
Time-Daily-1--Streamline-Ultimate.svg,time-daily,timeDaily,generico,new,
Time-Reverse--Streamline-Ultimate.svg,time-reverse,timeReverse,generico,new,
Timer--Streamline-Ultimate.svg,timer,timer,generico,new,
Tools-Screwdriver-1--Streamline-Ultimate.svg,screwdriver,screwdriver,manutencao,new,Chave de fenda
Tools-Wrench-2--Streamline-Ultimate.svg,wrench-alt,wrenchAlt,manutencao,new,Chave (variante)
Tools-Wrench-Screwdriver--Streamline-Ultimate.svg,tools-alt,toolsAlt,manutencao,new,Ferramentas (variante)
Travel-Paper-Plane--Streamline-Ultimate.svg,travel-paper-plane,travelPaperPlane,generico,new,
Tree-Chart-Organize--Streamline-Ultimate.svg,tree-chart-organize,treeChartOrganize,generico,new,
Trends-Hot-Flame--Streamline-Ultimate.svg,trends-hot-flame,trendsHotFlame,generico,new,
Trip-Distance--Streamline-Ultimate.svg,trip-distance,tripDistance,viagem,new,Distância de viagem
Trip-Road--Streamline-Ultimate.svg,trip-road,tripRoad,viagem,new,Rota da viagem
Truck-1--Streamline-Ultimate.svg,truck,truck,veiculo,new,Caminhão de carga
Tv-Flat-Screen--Streamline-Ultimate.svg,tv-flat-screen,tvFlatScreen,generico,new,
Upload-Bottom--Streamline-Ultimate.svg,upload-bottom,uploadBottom,generico,new,
Upload-Square-3--Streamline-Ultimate.svg,upload-square,uploadSquare,generico,new,
User-Family-Profile-Stacking--Streamline-Ultimate.svg,users-family,usersFamily,pessoas,new,Família/perfis
User-Network--Streamline-Ultimate.svg,user-network,userNetwork,generico,new,
User-Profile-Stacking--Streamline-Ultimate.svg,user-profile-stacking,userProfileStacking,generico,new,
Video-File-Add--Streamline-Ultimate.svg,video-add,videoAdd,generico,new,
Video-File-Check--Streamline-Ultimate.svg,video-check,videoCheck,generico,new,
Video-File-Clock--Streamline-Ultimate.svg,video-clock,videoClock,generico,new,
Video-File-Disable--Streamline-Ultimate.svg,video-disable,videoDisable,generico,new,
Video-File-Dollar--Streamline-Ultimate.svg,video-dollar,videoDollar,generico,new,
Video-File-Download--Streamline-Ultimate.svg,video-download,videoDownload,generico,new,
Video-File-Edit--Streamline-Ultimate.svg,video-edit,videoEdit,generico,new,
Video-File-Information--Streamline-Ultimate.svg,video-information,videoInformation,generico,new,
Video-File-Lock--Streamline-Ultimate.svg,video-lock,videoLock,generico,new,
Video-File-Mov--Streamline-Ultimate.svg,video-mov,videoMov,generico,new,
Video-File-Mp-4--Streamline-Ultimate.svg,video-mp4,videoMp4,generico,new,
Video-File-Play--Streamline-Ultimate.svg,video-play,videoPlay,generico,new,
Video-File-Question--Streamline-Ultimate.svg,video-question,videoQuestion,generico,new,
Video-File-Refresh--Streamline-Ultimate.svg,video-refresh,videoRefresh,generico,new,
Video-File-Remove--Streamline-Ultimate.svg,video-remove,videoRemove,generico,new,
Video-File-Search--Streamline-Ultimate.svg,video-search,videoSearch,generico,new,
Video-File-Settings--Streamline-Ultimate.svg,video-settings,videoSettings,generico,new,
Video-File-Share--Streamline-Ultimate.svg,video-share,videoShare,generico,new,
Video-File-Star--Streamline-Ultimate.svg,video-star,videoStar,generico,new,
Video-File-Subtract--Streamline-Ultimate.svg,video-subtract,videoSubtract,generico,new,
Video-File-Upload--Streamline-Ultimate.svg,video-upload,videoUpload,generico,new,
Video-File-Warning--Streamline-Ultimate.svg,video-warning,videoWarning,generico,new,
Video-Player--Streamline-Ultimate.svg,video-player,videoPlayer,video,new,Reprodução; junto de media-video
Video-Player-Cloud--Streamline-Ultimate.svg,video-player-cloud,videoPlayerCloud,video,new,Reprodução em nuvem
View-1--Streamline-Ultimate.svg,view,view,generico,new,
View-Off--Streamline-Ultimate.svg,view-off,viewOff,generico,new,
Vip-Crown-Queen-2--Streamline-Ultimate.svg,vip-crown-queen,vipCrownQueen,generico,new,
Visa-Logo--Streamline-Ultimate.svg,visa-logo,visaLogo,generico,new,
Voice-Id--Streamline-Ultimate.svg,voice-id,voiceId,pessoas,new,Identificação por voz
Volume-Control-Check--Streamline-Ultimate.svg,volume-check,volumeCheck,generico,new,
Volume-Control-Down--Streamline-Ultimate.svg,volume-down,volumeDown,generico,new,
Volume-Control-Down-2--Streamline-Ultimate.svg,volume-down-2,volumeDown2,generico,new,
Volume-Control-Full--Streamline-Ultimate.svg,volume-full,volumeFull,generico,new,
Volume-Control-Low--Streamline-Ultimate.svg,volume-low,volumeLow,generico,new,
Volume-Control-Medium--Streamline-Ultimate.svg,volume-medium,volumeMedium,generico,new,
Volume-Control-Mute--Streamline-Ultimate.svg,volume-mute,volumeMute,generico,new,
Volume-Control-Remove--Streamline-Ultimate.svg,volume-remove,volumeRemove,generico,new,
Volume-Control-Settings--Streamline-Ultimate.svg,volume-settings,volumeSettings,generico,new,
Volume-Control-Up--Streamline-Ultimate.svg,volume-up,volumeUp,generico,new,
Volume-Control-Up-2--Streamline-Ultimate.svg,volume-up-2,volumeUp2,generico,new,
Volume-Control-Warning--Streamline-Ultimate.svg,volume-warning,volumeWarning,generico,new,
Warehouse-Cart-Package--Streamline-Ultimate.svg,warehouse-cart-package,warehouseCartPackage,generico,new,
Warehouse-Storage-2--Streamline-Ultimate.svg,warehouse-storage,warehouseStorage,generico,new,
Webcam-1--Streamline-Ultimate.svg,webcam,webcam,video,new,Webcam
Whatsapp-Logo--Streamline-Ultimate.svg,whatsapp-logo,whatsappLogo,generico,new,
Wifi--Streamline-Ultimate.svg,wifi,wifi,conectividade,new,Wi-Fi
Wifi-Off--Streamline-Ultimate.svg,wifi-off,wifiOff,conectividade,new,Wi-Fi desligado
Wifi-Signal-1--Streamline-Ultimate.svg,wifi-signal-low,wifiSignalLow,conectividade,new,Wi-Fi sinal baixo
Wifi-Signal-4--Streamline-Ultimate.svg,wifi-signal-full,wifiSignalFull,conectividade,new,Wi-Fi sinal cheio
Workflow-Branch--Streamline-Ultimate.svg,workflow-branch,workflowBranch,generico,new,
Workflow-Scrum--Streamline-Ultimate.svg,workflow-scrum,workflowScrum,generico,new,
Wrench--Streamline-Ultimate.svg,wrench,wrench,manutencao,new,Manutenção/chave
Wrench-Double--Streamline-Ultimate.svg,wrench-double,wrenchDouble,manutencao,new,Chaves (par)
X-Logo-Twitter-Logo--Streamline-Ultimate.svg,x-logo-twitter-logo,xLogoTwitterLogo,generico,new,
Youtube-Clip-Logo--Streamline-Ultimate.svg,youtube-clip-logo,youtubeClipLogo,generico,new,
Zip-File--Streamline-Ultimate.svg,zip-file,zipFile,generico,new,
Zip-File-2--Streamline-Ultimate.svg,zip-file-2,zipFile2,generico,new,
Zoom-In--Streamline-Ultimate.svg,zoom-in,zoomIn,generico,new,
Zoom-Out--Streamline-Ultimate.svg,zoom-out,zoomOut,generico,new,
